Id,SalePrice
2019,133366.0
2020,112058.0
2021,111892.0
2022,185389.0
2023,143040.0
2024,253018.0
2025,374011.0
2026,173768.0
2027,158854.0
2028,146498.0
2029,175263.0
2030,272171.0
2031,210403.0
2032,242376.0
2033,258788.0
2034,159778.0
2035,225127.0
2036,182522.0
2037,191899.0
2038,285381.0
2039,235012.0
2040,286723.0
2041,317358.0
2042,203845.0
2043,177613.0
2044,163815.0
2045,226100.0
2046,148472.0
2047,147480.0
2048,141308.0
2049,132222.0
2050,182216.0
2051,106559.0
2052,134238.0
2053,148907.0
2054,82036.0
2055,153461.0
2056,146532.0
2057,114175.0
2058,223103.0
2059,131748.0
2060,173024.0
2061,170365.0
2062,132303.0
2063,118298.0
2064,149789.0
2065,128609.0
2066,159897.0
2067,107810.0
2068,125492.0
2069,85783.0
2070,110290.0
2071,98765.0
2072,129337.0
2073,136331.0
2074,194396.0
2075,147276.0
2076,115259.0
2077,162992.0
2078,124147.0
2079,134474.0
2080,118152.0
2081,124397.0
2082,130457.0
2083,143581.0
2084,106893.0
2085,124548.0
2086,113727.0
2087,114663.0
2088,95523.0
2089,74401.0
2090,131305.0
2091,120097.0
2092,128198.0
2093,124729.0
2094,126119.0
2095,149766.0
2096,77874.0
2097,98799.0
2098,145245.0
2099,53328.0
2100,89688.0
2101,118517.0
2102,125168.0
2103,112236.0
2104,131655.0
2105,126417.0
2106,73066.0
2107,199243.0
2108,114426.0
2109,108825.0
2110,123171.0
2111,138628.0
2112,134006.0
2113,125842.0
2114,106766.0
2115,161617.0
2116,110483.0
2117,145291.0
2118,121191.0
2119,109658.0
2120,106154.0
2121,83917.0
2122,104996.0
2123,82598.0
2124,148773.0
2125,128494.0
2126,142895.0
2127,143308.0
2128,131140.0
2129,105968.0
2130,143829.0
2131,126573.0
2132,107535.0
2133,121495.0
2134,128060.0
2135,93140.0
2136,80460.0
2137,110921.0
2138,130956.0
2139,152368.0
2140,143472.0
2141,144003.0
2142,130068.0
2143,144334.0
2144,124902.0
2145,138863.0
2146,166157.0
2147,155351.0
2148,142045.0
2149,148606.0
2150,235820.0
2151,114147.0
2152,151078.0
2153,162063.0
2154,106688.0
2155,135491.0
2156,262807.0
2157,226846.0
2158,233386.0
2159,199631.0
2160,172944.0
2161,235791.0
2162,379784.0
2163,331996.0
2164,230584.0
2165,199896.0
2166,148322.0
2167,222188.0
2168,201034.0
2169,190782.0
2170,222772.0
2171,155254.0
2172,134838.0
2173,164499.0
2174,220476.0
2175,309329.0
2176,322558.0
2177,240857.0
2178,208012.0
2179,141174.0
2180,220987.0
2181,188047.0
2182,217081.0
2183,189775.0
2184,121104.0
2185,114470.0
2186,145094.0
2187,148799.0
2188,144708.0
2189,179578.0
2190,82405.0
2191,80492.0
2192,97086.0
2193,94447.0
2194,97697.0
2195,114336.0
2196,104536.0
2197,123730.0
2198,165591.0
2199,194967.0
2200,150216.0
2201,138015.0
2202,218464.0
2203,160330.0
2204,192351.0
2205,124594.0
2206,156740.0
2207,215298.0
2208,251403.0
2209,231499.0
2210,125109.0
2211,110809.0
2212,116947.0
2213,101722.0
2214,132987.0
2215,103447.0
2216,141042.0
2217,66667.0
2218,68205.0
2219,60634.0
2220,59577.0
2221,350634.0
2222,282583.0
2223,274270.0
2224,196284.0
2225,119196.0
2226,169555.0
2227,197303.0
2228,253775.0
2229,261744.0
2230,163542.0
2231,211349.0
2232,181746.0
2233,173989.0
2234,246329.0
2235,222980.0
2236,278620.0
2237,354169.0
2238,209878.0
2239,105136.0
2240,159995.0
2241,162632.0
2242,129305.0
2243,128640.0
2244,104979.0
2245,98035.0
2246,143615.0
2247,108665.0
2248,129613.0
2249,124549.0
2250,133897.0
2251,108642.0
2252,166734.0
2253,152520.0
2254,183426.0
2255,193919.0
2256,180927.0
2257,211558.0
2258,167230.0
2259,180745.0
2260,159224.0
2261,188123.0
2262,197492.0
2263,367305.0
2264,422389.0
2265,165286.0
2266,284518.0
2267,367203.0
2268,412914.0
2269,150173.0
2270,189038.0
2271,226316.0
2272,202360.0
2273,162239.0
2274,182288.0
2275,169571.0
2276,190793.0
2277,181494.0
2278,147186.0
2279,127958.0
2280,119332.0
2281,153876.0
2282,188289.0
2283,101746.0
2284,107151.0
2285,145250.0
2286,124352.0
2287,345064.0
2288,277782.0
2289,404954.0
2290,507981.0
2291,320092.0
2292,454482.0
2293,453912.0
2294,434529.0
2295,463005.0
2296,290177.0
2297,341433.0
2298,293096.0
2299,389656.0
2300,343946.0
2301,287796.0
2302,244845.0
2303,253275.0
2304,246744.0
2305,194658.0
2306,190744.0
2307,197488.0
2308,230346.0
2309,267492.0
2310,222490.0
2311,189072.0
2312,171569.0
2313,174667.0
2314,165188.0
2315,176370.0
2316,183926.0
2317,189289.0
2318,175365.0
2319,176068.0
2320,195134.0
2321,237977.0
2322,168668.0
2323,177692.0
2324,161568.0
2325,208762.0
2326,169308.0
2327,208804.0
2328,233409.0
2329,192923.0
2330,180927.0
2331,362451.0
2332,420436.0
2333,323718.0
2334,253174.0
2335,268271.0
2336,345466.0
2337,219154.0
2338,270350.0
2339,194332.0
2340,402888.0
2341,218981.0
2342,234383.0
2343,232799.0
2344,225507.0
2345,243429.0
2346,219920.0
2347,206615.0
2348,237566.0
2349,183057.0
2350,290063.0
2351,259569.0
2352,256598.0
2353,224850.0
2354,128217.0
2355,154800.0
2356,148294.0
2357,197402.0
2358,198621.0
2359,132942.0
2360,115586.0
2361,143984.0
2362,256779.0
2363,137546.0
2364,150889.0
2365,216944.0
2366,193500.0
2367,226526.0
2368,209381.0
2369,224440.0
2370,181078.0
2371,170051.0
2372,204741.0
2373,289312.0
2374,318185.0
2375,261633.0
2376,292881.0
2377,377959.0
2378,149654.0
2379,192315.0
2380,146727.0
2381,167048.0
2382,202869.0
2383,199150.0
2384,248843.0
2385,157060.0
2386,132716.0
2387,140161.0
2388,90351.0
2389,121728.0
2390,146251.0
2391,144923.0
2392,113063.0
2393,168152.0
2394,140285.0
2395,206367.0
2396,149987.0
2397,214729.0
2398,131072.0
2399,55359.0
2400,52690.0
2401,116165.0
2402,140731.0
2403,130177.0
2404,151428.0
2405,160621.0
2406,143334.0
2407,125591.0
2408,142616.0
2409,115876.0
2410,164035.0
2411,118103.0
2412,159318.0
2413,129714.0
2414,151454.0
2415,126683.0
2416,128321.0
2417,136463.0
2418,132525.0
2419,131372.0
2420,126905.0
2421,145051.0
2422,107427.0
2423,129178.0
2424,147849.0
2425,188233.0
2426,128598.0
2427,128699.0
2428,171791.0
2429,115629.0
2430,133581.0
2431,107769.0
2432,144692.0
2433,145656.0
2434,133727.0
2435,147624.0
2436,108789.0
2437,107172.0
2438,126795.0
2439,110177.0
2440,126658.0
2441,100425.0
2442,92387.0
2443,122467.0
2444,127649.0
2445,95958.0
2446,138403.0
2447,187887.0
2448,134259.0
2449,111632.0
2450,143642.0
2451,123626.0
2452,192862.0
2453,87318.0
2454,115620.0
2455,120007.0
2456,132757.0
2457,129744.0
2458,113163.0
2459,115989.0
2460,131389.0
2461,120021.0
2462,136260.0
2463,122475.0
2464,179642.0
2465,139586.0
2466,110696.0
2467,140053.0
2468,74557.0
2469,72339.0
2470,173912.0
2471,215220.0
2472,154856.0
2473,122357.0
2474,90192.0
2475,216969.0
2476,127420.0
2477,130195.0
2478,147137.0
2479,114464.0
2480,146924.0
2481,125447.0
2482,134762.0
2483,112688.0
2484,126004.0
2485,132304.0
2486,153575.0
2487,159932.0
2488,157371.0
2489,141297.0
2490,156836.0
2491,93779.0
2492,186541.0
2493,149028.0
2494,143997.0
2495,82497.0
2496,256213.0
2497,153619.0
2498,109233.0
2499,94189.0
2500,132231.0
2501,134129.0
2502,157407.0
2503,105989.0
2504,179185.0
2505,234829.0
2506,257520.0
2507,262241.0
2508,255650.0
2509,213441.0
2510,219743.0
2511,180093.0
2512,211218.0
2513,206301.0
2514,289082.0
2515,149285.0
2516,174908.0
2517,144302.0
2518,149622.0
2519,225421.0
2520,210571.0
2521,187269.0
2522,221521.0
2523,119789.0
2524,142078.0
2525,145302.0
2526,136167.0
2527,117163.0
2528,128302.0
2529,140842.0
2530,130056.0
2531,253185.0
2532,237452.0
2533,195558.0
2534,226407.0
2535,301180.0
2536,234335.0
2537,232595.0
2538,181426.0
2539,186126.0
2540,168337.0
2541,183935.0
2542,171278.0
2543,124724.0
2544,127953.0
2545,140398.0
2546,124924.0
2547,139901.0
2548,141241.0
2549,154753.0
2550,214635.0
2551,144181.0
2552,126319.0
2553,75476.0
2554,97595.0
2555,111118.0
2556,102873.0
2557,116392.0
2558,168164.0
2559,143249.0
2560,145455.0
2561,140646.0
2562,150304.0
2563,152574.0
2564,211569.0
2565,132111.0
2566,177062.0
2567,133485.0
2568,210937.0
2569,219973.0
2570,123923.0
2571,187806.0
2572,146802.0
2573,215747.0
2574,290211.0
2575,137170.0
2576,124247.0
2577,141360.0
2578,83694.0
2579,61149.0
2580,111421.0
2581,104577.0
2582,99889.0
2583,286972.0
2584,170909.0
2585,177400.0
2586,224119.0
2587,196537.0
2588,146642.0
2589,143679.0
2590,212705.0
2591,230218.0
2592,223686.0
2593,253847.0
2594,185494.0
2595,201686.0
2596,309331.0
2597,181888.0
2598,300797.0
2599,297854.0
2600,138268.0
2601,144395.0
2602,79919.0
2603,92373.0
2604,86730.0
2605,77191.0
2606,147031.0
2607,208701.0
2608,198266.0
2609,169359.0
2610,115703.0
2611,129113.0
2612,155569.0
2613,128087.0
2614,128280.0
2615,157133.0
2616,141158.0
2617,164210.0
2618,171786.0
2619,178602.0
2620,191396.0
2621,177955.0
2622,181776.0
2623,245080.0
2624,295688.0
2625,322404.0
2626,172825.0
2627,167176.0
2628,516991.0
2629,534902.0
2630,375628.0
2631,455456.0
2632,413400.0
2633,318028.0
2634,414619.0
2635,158560.0
2636,178940.0
2637,166187.0
2638,275449.0
2639,186932.0
2640,154295.0
2641,110420.0
2642,180971.0
2643,99508.0
2644,125358.0
2645,104003.0
2646,93882.0
2647,100305.0
2648,142092.0
2649,140399.0
2650,146567.0
2651,139446.0
2652,438455.0
2653,248396.0
2654,253413.0
2655,407087.0
2656,303076.0
2657,355328.0
2658,299679.0
2659,309074.0
2660,353105.0
2661,358325.0
2662,358858.0
2663,295620.0
2664,259577.0
2665,328363.0
2666,277773.0
2667,163082.0
2668,179111.0
2669,166426.0
2670,267411.0
2671,183122.0
2672,188266.0
2673,196059.0
2674,204665.0
2675,174211.0
2676,187059.0
2677,196706.0
2678,241809.0
2679,271096.0
2680,287019.0
2681,418213.0
2682,343970.0
2683,523678.0
2684,322089.0
2685,350835.0
2686,261225.0
2687,343000.0
2688,215917.0
2689,212620.0
2690,453572.0
2691,189429.0
2692,137289.0
2693,192333.0
2694,126760.0
2695,191162.0
2696,183849.0
2697,190128.0
2698,188860.0
2699,174720.0
2700,157496.0
2701,152605.0
2702,114987.0
2703,117108.0
2704,139553.0
2705,122754.0
2706,117086.0
2707,125011.0
2708,132095.0
2709,112427.0
2710,125944.0
2711,338702.0
2712,407337.0
2713,174832.0
2714,150855.0
2715,170740.0
2716,145705.0
2717,182902.0
2718,234251.0
2719,167333.0
2720,172339.0
2721,134907.0
2722,157371.0
2723,135675.0
2724,131921.0
2725,133084.0
2726,148537.0
2727,174632.0
2728,172400.0
2729,145046.0
2730,145421.0
2731,130693.0
2732,131194.0
2733,156727.0
2734,144093.0
2735,137148.0
2736,142347.0
2737,124954.0
2738,127806.0
2739,165097.0
2740,139742.0
2741,147909.0
2742,156283.0
2743,148755.0
2744,161086.0
2745,143025.0
2746,137977.0
2747,146609.0
2748,125448.0
2749,128607.0
2750,134216.0
2751,138987.0
2752,185569.0
2753,149458.0
2754,186888.0
2755,127934.0
2756,92941.0
2757,74683.0
2758,80892.0
2759,154962.0
2760,116179.0
2761,149318.0
2762,145570.0
2763,176574.0
2764,148234.0
2765,263850.0
2766,125291.0
2767,91619.0
2768,131359.0
2769,128847.0
2770,139994.0
2771,106614.0
2772,113572.0
2773,166082.0
2774,144189.0
2775,128870.0
2776,141531.0
2777,148274.0
2778,108886.0
2779,121520.0
2780,95960.0
2781,100989.0
2782,102869.0
2783,100393.0
2784,126725.0
2785,141065.0
2786,66301.0
2787,123117.0
2788,69406.0
2789,174996.0
2790,82959.0
2791,117653.0
2792,58520.0
2793,144732.0
2794,102457.0
2795,121949.0
2796,95720.0
2797,176309.0
2798,108265.0
2799,119688.0
2800,63389.0
2801,113972.0
2802,137029.0
2803,159823.0
2804,133148.0
2805,96284.0
2806,89504.0
2807,158070.0
2808,156158.0
2809,137464.0
2810,135718.0
2811,158690.0
2812,153471.0
2813,139715.0
2814,134960.0
2815,109943.0
2816,264119.0
2817,159356.0
2818,134212.0
2819,167114.0
2820,142781.0
2821,117940.0
2822,194313.0
2823,276649.0
2824,174604.0
2825,146578.0
2826,134359.0
2827,135361.0
2828,209118.0
2829,204426.0
2830,221874.0
2831,177007.0
2832,238155.0
2833,288882.0
2834,212183.0
2835,213240.0
2836,190766.0
2837,153827.0
2838,144626.0
2839,173881.0
2840,205766.0
2841,209643.0
2842,232193.0
2843,159764.0
2844,165484.0
2845,119477.0
2846,212901.0
2847,205263.0
2848,213582.0
2849,201735.0
2850,281216.0
2851,212267.0
2852,235176.0
2853,248398.0
2854,142710.0
2855,201874.0
2856,201066.0
2857,186627.0
2858,200463.0
2859,126460.0
2860,128064.0
2861,117283.0
2862,175820.0
2863,125762.0
2864,225597.0
2865,142739.0
2866,135870.0
2867,93257.0
2868,92716.0
2869,111661.0
2870,129273.0
2871,86889.0
2872,52160.0
2873,97623.0
2874,139074.0
2875,121707.0
2876,164962.0
2877,142596.0
2878,177062.0
2879,134905.0
2880,111466.0
2881,157204.0
2882,170721.0
2883,180780.0
2884,202946.0
2885,192018.0
2886,233989.0
2887,89344.0
2888,138882.0
2889,52980.0
2890,80956.0
2891,145133.0
2892,40911.0
2893,72236.0
2894,45016.0
2895,346009.0
2896,293340.0
2897,192773.0
2898,141955.0
2899,190092.0
2900,158838.0
2901,206092.0
2902,185312.0
2903,356682.0
2904,345754.0
2905,100502.0
2906,210197.0
2907,108733.0
2908,128486.0
2909,143606.0
2910,75708.0
2911,77138.0
2912,149029.0
2913,81925.0
2914,73917.0
2915,80335.0
2916,83166.0
2917,169593.0
2918,106833.0
2919,200012.0
